ClmId,Mbr,Npi,State,Zip,Date,Proc,Dx,Pos,Reas,TotChg,Action
325P232108,790-04-9944,8805410990,CA,91411,3/24/2019,9711,04511,11,PVIP,8268.17,RePend
611N779920,175-54-4332,4150133826,TX,77050,10/18/2019,5351,57510,22,PPOW,2053.86,RePend
494V581343,877-17-5023,9493597827,GA,30343,5/23/2019,7865,94407,65,PDLB,8507.42,Deny
558F827881,785-56-1040,5223121540,TX,75044,7/11/2019,412,20197,52,PVIP,6742.35,RePend
243S287923,145-93-1891,8878611061,IN,46699,1/1/2019,7984,E8789,20,PAUT,6315.44,Release
754G144386,755-60-8673,9978680518,FL,33196,3/6/2019,0139,E8748,31,PCOB,715.04,Release
210L298399,725-74-4788,2436315319,IA,52809,2/9/2019,8596,7672,65,PPOW,777.62,MedRev
911F257765,500-19-8703,1800582885,NY,12262,8/1/2019,603,73023,12,PDUP,8112.37,Release
684Y212221,468-19-0039,3943766794,GA,31410,10/25/2019,8299,67692,17,PVIP,9717.92,Deny
563P058825,296-33-1298,4555007289,IL,60636,7/20/2019,8766,79509,12,PDOK,5030.81,MedRev
643O526090,445-10-7728,3075186615,VA,23612,10/3/2019,9754,E0190,17,PCOB,1276.78,RePend
967F880123,157-91-0140,6982294255,NC,28225,12/27/2019,1029,36233,72,PPOW,4541.66,Release
166T884945,675-35-7536,8289627760,CA,92648,5/3/2019,9425,E9360,65,PDLB,519.84,Release
360X795037,482-60-6458,2341798818,CA,92160,1/24/2019,5221,36500,72,PDLB,4429.65,Deny
750Z436488,307-68-3390,5342680774,KY,40546,9/27/2019,8075,11594,23,PVIP,8454.88,Release
945M095842,389-92-0337,1949965273,IN,46254,5/14/2019,3785,2776,52,PDUP,9613.25,RePend
490I902572,241-82-1882,5063687527,SC,29505,12/28/2019,8492,01340,81,PCOB,675.34,RePend
096P175011,672-69-3474,3918868222,NY,11241,10/28/2019,0943,4847,12,PDOC,4541.66,Release
519H059621,516-26-6347,0089652649,CA,90076,2/14/2019,8453,99520,65,PPOW,5286.63,Deny
766K476786,156-75-1049,0920144155,MS,39204,2/17/2019,3892,67082,31,PVIP,6448.94,Deny
541P860799,892-46-5799,6236708325,IN,46247,11/13/2019,7862,36644,31,PDOC,2551.1,MedRev
341H894599,319-28-3367,1927105126,OR,97312,11/6/2019,2101,3133,81,PVIP,1101.55,RePend
791F282667,574-15-2149,8580522364,NJ,08619,5/18/2019,9185,65160,31,PCOB,9837.85,Deny
896C640646,749-56-1691,4389647695,VA,23289,3/8/2019,5841,04513,22,PM5R,2995.86,MedRev
681T317744,620-27-0737,3078841884,CA,92668,6/19/2019,9224,71181,72,PDOC,7207.48,RePend
977H183143,205-17-6691,3654714080,OK,73129,4/11/2019,2072,64932,22,PDUP,8279.62,RePend
269J985743,244-90-0920,2963442431,OH,45223,3/13/2019,2172,2662,12,PDOK,9548.17,Deny
558H161951,357-48-0950,3549802999,PA,19109,11/18/2019,1122,47820,23,PPJB,2731.58,RePend
977I913675,824-85-0058,6937049246,OK,74193,7/18/2019,1202,67681,72,PVIP,5781.38,Deny
752M137267,669-93-9512,1899019848,IL,62756,12/24/2019,3751,38915,20,PDUP,9204.48,Deny
970R250028,308-19-9808,4204556776,AL,35295,9/6/2019,1483,30432,22,PM5R,4373.92,Deny
486U593324,563-38-4851,0518523690,IL,62764,12/12/2019,7726,V0389,17,PDOC,7351.55,RePend
391O279408,225-15-4317,7958408878,WI,53215,9/19/2019,8535,52411,65,PDOC,9739.97,MedRev
771Z068014,538-78-6930,4769546935,CA,94257,10/25/2019,5383,V194,22,PAUT,2091.66,RePend
337H187244,351-69-0591,6177088377,UT,84199,10/21/2019,7770,8670,20,PDOC,5593.13,RePend
847K286134,491-29-0624,6219323172,FL,32209,10/11/2019,623,4289,72,PDUP,3604.16,MedRev
833Y218627,649-64-8251,0544223635,NY,11210,7/31/2019,4979,43853,23,PDOK,5536.51,MedRev
013B468226,350-43-1569,1668228485,TX,77281,7/21/2019,8862,37252,72,PDLB,297.64,Release
860G556538,549-64-8285,6940143433,CA,91406,1/22/2019,8427,E9454,52,PCOB,9035.93,RePend
685R995883,799-22-1814,6688171777,DC,20046,3/14/2019,4492,E9362,52,PDOC,621.83,RePend
389N451258,657-38-2387,0694200300,MO,63131,1/16/2019,8858,0085,17,PPJB,3982.3,Release
185H009013,204-01-2530,4486871018,CA,91505,11/22/2019,6199,67454,31,PVIP,6738.1,Release
325U088358,258-01-4458,8681748667,CA,90060,10/31/2019,9969,36217,31,PCOB,1401.1,RePend
621W135379,526-82-9570,3870550173,CA,94286,8/31/2019,5552,80045,72,PCOB,7614.15,Deny
107H190683,781-77-9409,6998043071,CA,90050,9/2/2019,9041,75289,52,PDOK,5985.66,RePend
349P975320,162-72-8092,5446065031,TX,78245,7/5/2019,9382,E8543,31,PM5R,5171.55,MedRev
391Y642564,205-16-9431,0280503286,KS,66617,7/4/2019,9703,76622,31,PPOW,1094.88,Deny
471N542079,478-53-1207,7629223438,TX,77095,11/12/2019,4402,9238,12,PDUP,4266.0,RePend
515B644291,856-44-9978,4590870619,NY,10557,7/15/2019,481,37263,52,PDOK,7373.92,Deny
844N853940,856-91-6710,4316878481,CA,94154,12/26/2019,435,V147,22,PDLB,5495.37,Deny
007R016256,374-67-7936,9371126405,MO,64125,10/28/2019,3991,37881,17,PAUT,8206.99,Release
273R693207,807-92-9888,0201462547,KS,67236,12/9/2019,6572,74441,72,PPJB,6275.9,MedRev
458H259588,750-28-5797,7868162978,NY,10633,8/4/2019,7918,34662,31,PDOC,8455.88,Release
141M604208,144-75-9172,0788863799,TX,77245,2/12/2019,6733,17309,31,PDOK,5394.28,RePend
856W999597,799-30-3304,7061868248,KY,40250,7/19/2019,8704,59651,31,PVIP,9721.91,RePend
673M594798,155-48-7668,7520673930,NY,10029,1/17/2019,5463,V3001,12,PM5R,9976.53,Release
859M397446,590-37-3258,3496316862,CA,92132,9/18/2019,9826,9541,11,PPOW,2481.64,MedRev
748J895807,723-35-9355,5463131074,NE,68164,12/11/2019,6449,80370,22,PDLB,6012.0,MedRev
934Y577117,265-35-2338,4469624502,GA,30316,3/15/2019,0944,07799,65,PVIP,6679.0,RePend
159L752859,129-22-0667,0786318583,OH,43610,5/24/2019,9939,3221,12,PPOW,962.09,RePend
755J540459,119-02-1497,7640861928,CA,90015,8/30/2019,3924,5753,31,PDOC,2601.75,MedRev
617X458434,759-25-2929,6553449425,MO,63196,11/16/2019,8958,76711,20,PDOC,4028.13,Deny
480U709812,394-58-1063,3388959891,AL,35263,7/7/2019,2699,80518,81,PDOK,1685.92,MedRev
166P478180,314-91-1748,7655761472,FL,32255,10/7/2019,9031,80508,22,PDOC,5952.3,RePend
883T458651,314-26-1643,8590530023,OR,97306,11/18/2019,496,63660,11,PDLB,9634.47,MedRev
802L092730,191-71-3987,6980306454,CT,06721,5/17/2019,0944,V283,12,PCOB,8606.57,Release
342U110482,760-36-2336,9428755395,CA,92648,6/25/2019,2641,76062,12,PDLB,7665.4,Release
988E642259,664-59-0386,0677307541,PA,19109,8/23/2019,2250,78865,11,PPOW,8777.98,MedRev
697G629660,706-64-2905,5305052703,WV,25336,12/26/2019,8172,37710,22,PAUT,6390.72,RePend
392A538930,357-31-2077,3641179342,MN,55598,12/16/2019,8901,7580,31,PDOC,7295.24,Release
721E606080,135-04-3633,8763037236,TX,78754,10/5/2019,728,30301,12,PDLB,5917.44,MedRev
228B716898,707-51-8623,8059665501,VA,22217,9/2/2019,8864,64682,72,PPOW,5551.96,Release
977P345968,504-14-8388,7454346101,TX,77255,5/2/2019,9318,75569,81,PM5R,4711.58,MedRev
643Z184839,521-04-8554,7999008991,NJ,07522,11/15/2019,8815,80621,81,PPJB,8652.73,MedRev
149N680836,265-30-5817,9363185540,NY,14215,11/16/2019,9445,6236,17,PDUP,3512.05,Release
457E585837,620-86-7381,2953876197,FL,33647,2/28/2019,3539,48289,52,PDUP,583.2,MedRev
149N484810,547-78-7043,0391715463,GA,30066,1/23/2019,4513,94540,31,PDLB,6743.46,Deny
943V053686,167-60-1390,8853264250,NE,68197,7/9/2019,8945,48231,17,PDOC,3969.8,Release
426E983543,685-62-4346,5482988145,TX,75387,11/20/2019,8212,8441,12,PDUP,6516.33,RePend
528O857581,289-71-1558,9735820669,CA,95064,10/16/2019,391,8620,17,PM5R,9698.95,MedRev
138U158424,115-45-9153,9055639876,MI,48609,11/17/2019,7848,73810,17,PAUT,192.04,MedRev
825E027010,138-34-5598,9446752409,TX,76121,11/8/2019,7062,83651,17,PDOC,7175.3,MedRev
013D046325,872-97-0774,0501608318,WA,98206,3/28/2019,1831,81345,17,PDUP,5056.35,Release
377M201291,663-25-7956,7512204170,TX,79989,7/23/2019,1202,9179,31,PAUT,2115.57,MedRev
754E859842,233-72-3108,3387817829,NJ,07522,1/14/2019,8555,E0149,72,PDOK,8383.84,RePend
849C092957,243-35-7080,3705491056,VA,24020,9/8/2019,5471,1941,72,PVIP,9516.14,RePend
477C774644,642-13-0518,0123867327,FL,33811,2/11/2019,6395,71177,23,PDOK,3278.02,Release
906L011219,654-18-5641,1348431356,WA,98175,4/20/2019,9467,E9556,12,PM5R,7019.7,Deny
200K011198,479-30-4582,7723637886,MD,20816,8/7/2019,3983,V147,22,PPJB,6227.53,MedRev
553B401680,236-60-4144,5172970709,FL,32854,5/11/2019,6922,80090,52,PM5R,1958.24,Release
874P623679,676-01-9804,9231731234,IL,60158,10/1/2019,9115,36813,11,PDLB,6743.17,MedRev
092K792525,266-86-4389,1509492617,SC,29411,6/24/2019,604,E9265,11,PDOK,9473.25,MedRev
814G474608,314-08-7480,2646196287,CA,90810,11/29/2019,9705,8797,20,PDOC,1328.96,Release
969A659786,750-90-5920,2972006253,GA,31410,3/29/2019,2091,27702,11,PDLB,1145.25,Release
841V940995,429-90-0575,5279072706,AZ,85271,9/30/2019,9186,3509,65,PPJB,187.89,Deny
635Z803755,789-57-6922,2214202702,FL,32941,9/23/2019,8387,71653,12,PDOC,8605.05,Release
843Q607110,281-13-5843,7503150523,WA,98185,12/17/2019,7013,9595,23,PDLB,9752.02,RePend
258Z074338,575-50-4041,7768589981,AZ,85015,5/5/2019,8764,80406,81,PCOB,3467.92,Release
019Y035260,664-73-8350,1356334347,TX,77223,12/21/2019,6941,67813,23,PM5R,4540.58,Release
473Q980126,553-81-7281,4282306583,PA,19605,11/19/2019,194,6940,20,PCOB,1781.64,Deny
169Y185795,560-11-0935,4536481283,TN,37931,12/20/2019,3785,78193,31,PCOB,5024.63,Release
762D713355,324-09-8072,5580487190,MN,55448,6/19/2019,2755,79439,65,PM5R,112.66,Release
901O975124,482-53-0307,5410993075,TX,77281,4/6/2019,0719,20168,20,PDOC,2479.21,Release
822R275698,227-90-2955,3967289872,GA,31416,2/18/2019,0973,41519,20,PDLB,5969.63,Deny
596F220931,846-02-4979,0005774519,IN,46406,7/20/2019,5523,0393,20,PDLB,431.73,Deny
766X531582,350-29-5926,2024875887,AR,71914,3/18/2019,664,1703,65,PDOC,3430.21,RePend
893W041666,537-36-6617,8819006654,DC,20310,4/28/2019,8662,8760,22,PVIP,7822.16,RePend
181O295594,531-50-7840,1328965423,CA,91913,3/11/2019,3542,4421,23,PCOB,5976.63,Deny
838W422192,826-31-2064,3671454568,MN,55166,2/22/2019,7784,E8333,12,PCOB,5313.64,Deny
841S929682,780-56-7385,8215868824,NY,13217,7/10/2019,3926,6205,23,PPJB,2740.97,RePend
330A011443,270-60-7316,7653564701,FL,33158,8/10/2019,7887,86391,17,PDOC,3082.84,Release
982M215428,677-57-6766,6285425777,IL,60208,4/24/2019,8084,1980,72,PPJB,2824.55,MedRev
116N480779,832-86-3406,8330477596,FL,33175,10/2/2019,6601,36522,23,PPJB,9383.55,Deny
082E857979,679-77-8509,0856134520,MT,59105,12/9/2019,5512,75430,12,PDLB,3262.76,RePend
017H085066,780-45-9376,2861260808,IN,47805,11/2/2019,3371,7735,12,PDOC,2118.17,Deny
489V341509,131-98-7540,9448843897,CO,81505,4/21/2019,5142,65841,20,PDUP,8591.89,RePend
258O890312,397-43-1361,7879885253,KS,67215,1/24/2019,8229,65411,23,PDOK,8395.21,MedRev
994Z539335,740-33-0251,7095469311,IL,61614,11/12/2019,1839,79539,22,PDOC,2268.18,Release
097G302672,207-36-1244,5098069504,DC,20046,12/1/2019,9329,71990,72,PDUP,8490.2,MedRev
953I165632,259-06-5661,9341673912,CA,92519,2/5/2019,6691,7892,52,PAUT,2859.08,RePend
921J732972,383-16-5165,1424643607,NC,28225,2/9/2019,8602,37202,31,PM5R,8456.32,Deny
363A412215,830-44-5853,6218974785,MO,65218,10/26/2019,9625,83400,11,PM5R,6585.54,RePend
758Q676073,494-01-5357,1504481637,KY,40546,11/15/2019,3999,E8434,17,PCOB,361.49,Deny
648W181631,101-71-1753,8806581981,NY,10469,3/13/2019,0745,V3701,22,PDOC,6992.79,Release
902X668369,835-74-9790,9074075665,MT,59112,3/24/2019,9901,53250,81,PDLB,2737.81,Release
061U254107,205-43-5920,2241712232,DC,20231,8/8/2019,8090,74911,17,PDLB,9281.55,MedRev
686Z359936,463-09-9098,6931927519,WI,53710,9/14/2019,5372,9403,17,PCOB,1350.6,MedRev
648O383293,424-76-8464,3953029633,TN,37215,10/6/2019,8865,E9345,17,PAUT,7640.52,MedRev
187R482501,598-92-0888,0725372357,CA,95828,2/18/2019,0243,6387,22,PDOC,4697.72,MedRev
143B601470,374-05-4603,4659838577,CA,92153,1/18/2019,4532,E8714,65,PAUT,1698.23,Deny
047Y214156,501-90-3320,3567803853,TX,79159,4/5/2019,8147,7137,23,PDOC,9613.39,Release
795W195958,808-14-2722,5418762111,TN,37215,8/8/2019,0891,3319,12,PPJB,2093.17,Deny
595C974726,578-38-7626,6382801049,WA,98158,3/29/2019,9954,E8496,52,PDOC,900.71,Deny
591I141724,414-25-0600,3647525140,AZ,85725,10/31/2019,8387,V603,52,PPJB,2667.36,RePend
747U546645,732-46-0677,7951068151,WV,25775,6/7/2019,9909,9116,11,PDOC,8539.56,MedRev
557P087501,553-14-6372,8898366238,TX,78721,6/11/2019,3959,V8523,31,PDUP,4938.33,RePend
342D257373,269-04-0345,4676891253,FL,33737,7/26/2019,5731,E851,11,PM5R,5594.81,Release
531S517734,857-26-0879,3098086888,WV,25711,9/12/2019,5524,E9298,31,PPJB,6725.09,MedRev
007N731834,405-08-0086,4881476301,MD,21239,3/29/2019,6553,3879,52,PM5R,8314.55,MedRev
756X541490,256-78-8554,2015422167,MA,02745,9/15/2019,9409,52402,22,PDOC,9352.98,Release
296M700536,539-57-8373,7192604889,TX,75260,9/18/2019,3372,0479,11,PPOW,2399.78,Release
655E931876,880-26-8917,4964606668,FL,32225,5/12/2019,0141,2718,23,PDOC,352.46,Deny
771H664055,674-24-1294,9910366280,MD,20851,9/2/2019,3524,71290,17,PAUT,485.45,Deny
154N996261,350-02-6389,1912444304,NJ,08650,1/30/2019,5473,01565,12,PDOC,7661.36,Release
004V280738,663-12-9022,8958128714,KY,40581,10/20/2019,4051,36830,12,PDLB,3238.18,RePend
185V965579,590-88-5966,7171801647,NY,10115,3/2/2019,5451,63381,11,PDUP,8114.48,Release
329I942518,536-26-7664,4000978272,OH,44197,11/14/2019,5847,78063,23,PDOK,4560.01,Release
684P002590,238-89-6872,2770418630,NY,12255,12/19/2019,8175,0723,65,PDOC,6947.66,Deny
402Q689612,525-97-3807,3518051153,TX,76192,11/16/2019,8343,37252,12,PM5R,2406.5,RePend
845K717413,427-50-1755,8917080420,CA,90847,4/26/2019,7979,1569,12,PDOC,1581.37,Release
552D046581,305-74-0146,7479381223,IL,62525,8/31/2019,1411,70704,22,PDOK,8265.27,Release
166G013597,654-57-7359,7441264121,CO,80223,2/12/2019,631,37860,65,PCOB,9673.51,RePend
629T190516,535-98-2571,7584653463,TN,37240,4/27/2019,8599,80612,72,PDOC,359.59,MedRev
920Y663362,108-03-7449,6865007207,DC,20088,9/2/2019,8409,3540,17,PDOC,7411.89,Deny
811N383670,443-85-2408,8657302966,SC,29240,8/10/2019,2959,V462,12,PAUT,185.65,MedRev
141C068097,221-71-3385,9328851677,CO,80935,10/24/2019,8117,01760,81,PAUT,4048.9,Release
781W322658,524-59-7425,7180739924,MN,55407,11/12/2019,3192,E8029,52,PAUT,5422.56,MedRev
350K055432,894-14-5177,0447448035,OH,45249,12/6/2019,0151,20000,20,PDOC,4519.65,RePend
866X756302,132-40-0007,8410645570,MI,48107,7/27/2019,9203,475,72,PPOW,7111.44,RePend
662J941178,320-69-5927,0241745144,NE,68164,12/11/2019,1512,01802,20,PPOW,5937.3,Deny
321G399606,618-73-0988,9935923072,ID,83705,4/9/2019,1152,V090,81,PCOB,6270.58,Deny
056M302296,201-18-4064,4708763360,IN,46406,2/23/2019,9974,36482,11,PM5R,5267.39,Release
713K919302,566-19-0905,9667924026,CA,93584,3/15/2019,3527,E9434,52,PCOB,5783.78,Release
394N654291,435-89-4366,5647829747,FL,34665,9/24/2019,5184,1648,31,PVIP,7862.76,Deny
159O094713,593-17-0565,1453835252,MI,48275,9/2/2019,8947,V1091,22,PDOC,9563.49,RePend
848U101070,111-64-6813,2279219552,TX,77713,5/6/2019,7829,37716,17,PPJB,2985.61,Release
729U612921,661-77-5489,4041144379,AL,36610,12/21/2019,7736,53019,65,PM5R,5936.5,MedRev
150Z689663,891-36-1985,3761280734,LA,70033,4/20/2019,8926,1718,20,PPJB,6834.61,Release
373D495906,757-83-0370,2888538141,MA,01114,5/4/2019,7983,8398,81,PDOC,3894.05,Deny
845A543429,217-11-2900,7521497577,NY,14604,6/27/2019,7321,74441,22,PPOW,7513.41,Release
744V802759,476-12-6456,1321219889,NY,14624,2/26/2019,3420,7836,23,PCOB,1679.44,Release
441T199743,346-10-2498,8832288763,TX,77065,5/2/2019,3555,9464,65,PDLB,1591.28,MedRev
877W378105,703-18-9257,7469482494,MA,01129,11/17/2019,8118,2753,17,PVIP,1755.29,Release
904T002247,768-01-7639,1869509768,ND,58122,9/16/2019,8457,V2134,72,PPJB,6601.68,MedRev
971Q296708,185-37-3170,2767483543,GA,31422,5/8/2019,7940,30751,11,PPOW,5110.96,Deny
241X089723,752-88-7818,5292612309,IL,60681,7/12/2019,8164,E8319,20,PM5R,3062.82,Deny
931X827457,232-84-8763,2512523392,FL,34629,12/12/2019,2187,V5874,23,PAUT,1118.81,RePend
962B771817,528-55-4351,1415499188,FL,33499,8/29/2019,6751,83663,11,PAUT,9328.12,RePend
507F080075,479-13-3294,2239147430,IL,62711,4/29/2019,8665,3698,65,PDLB,2861.39,Deny
884S958250,649-84-7449,7340080000,CO,80127,8/22/2019,7619,V549,22,PDOK,1525.24,RePend
938V392940,361-97-1447,1769780799,CA,93094,1/1/2019,5672,V528,12,PPJB,5740.45,MedRev
028C034050,521-84-9110,5242143224,SD,57188,2/28/2019,0819,64783,20,PPOW,9334.66,MedRev
056C789090,421-19-0699,1845646404,NY,12255,7/11/2019,8001,66000,17,PDOC,6470.78,RePend
025U697577,862-42-0730,6149028958,PA,15240,7/1/2019,1199,E8448,11,PDLB,1190.61,RePend
015T230535,614-81-2590,3304959534,TX,75241,6/22/2019,9022,74353,20,PAUT,4323.36,RePend
978O327866,885-81-4340,7375475110,GA,31132,8/9/2019,7912,7604,22,PDOK,3424.41,Release
937P007646,483-60-7884,4569443765,MO,64125,9/10/2019,2499,64232,12,PPOW,1824.89,MedRev
629Y903242,535-84-3571,4554795775,CA,90101,6/20/2019,7661,E9910,17,PDOC,1526.83,Release
453K530556,486-50-6203,1563809074,CA,94147,1/31/2019,8861,V068,17,PCOB,6188.05,RePend
375A915439,286-36-4302,4674080595,FL,32304,12/8/2019,0519,3868,72,PAUT,9433.41,MedRev
327L161841,434-20-0846,1166198729,NC,28305,4/6/2019,8855,37632,20,PDLB,6272.97,Deny
558A702709,612-46-4280,1438350951,LA,71130,2/27/2019,8085,E9929,81,PPOW,3172.47,RePend
740G325011,550-64-8739,0739073168,IL,61656,4/27/2019,7735,3069,72,PPJB,6746.73,RePend
046B805355,516-90-2574,2018309947,OH,44125,11/21/2019,0745,E9199,72,PDUP,6830.95,MedRev
370O354712,113-23-0407,8600452406,CA,93709,5/6/2019,7793,64751,81,PDOC,5599.45,Release
978I174573,226-71-1489,7071818399,FL,34620,8/22/2019,3560,V1359,20,PVIP,8044.46,Release
376B482704,398-58-0560,9672901490,MO,63158,7/8/2019,1439,1915,72,PM5R,6031.47,MedRev
273D018320,558-56-3699,2006888024,NV,89125,11/24/2019,1121,9603,20,PDUP,2166.58,Deny
295B069134,204-44-6828,7187253717,OH,44191,3/5/2019,8542,V0381,65,PVIP,2450.44,RePend
089E875712,650-10-2366,1433969378,FL,33111,4/26/2019,064,E8701,81,PDUP,8894.26,MedRev
821F592448,575-64-7921,7081658706,FL,33141,11/26/2019,7032,80003,81,PVIP,4041.38,Deny
242D004036,418-21-2890,8201967152,CT,06127,8/16/2019,9155,66454,20,PCOB,5456.85,Deny
176J555605,175-51-7881,2554533836,TX,79491,1/5/2019,600,20288,81,PPOW,4901.15,RePend
545O872943,688-20-4438,0928175804,FL,32825,9/28/2019,9427,7946,81,PDOC,4681.95,Deny
471M679192,750-83-0847,3031374470,FL,33448,11/4/2019,1512,1985,22,PPJB,3951.03,Deny
053W314562,403-38-6973,3132045837,IL,61605,4/20/2019,2612,78906,72,PDLB,3152.88,Release
560T599646,276-99-1696,1158443152,CO,80249,12/9/2019,1829,E0094,52,PCOB,7347.96,Release
655F267935,268-99-2406,8673272801,WA,98042,9/2/2019,6823,1261,20,PDUP,2891.83,Deny
808S658947,143-67-5279,0864706972,TX,77281,8/15/2019,2031,73679,17,PPOW,8481.5,RePend
784D508735,630-95-8232,1266917689,CA,90101,11/22/2019,321,1048,12,PDOC,632.69,Deny
710G738769,101-01-7900,5148700165,TX,75265,6/23/2019,0944,0624,17,PCOB,9117.9,Deny
356B063704,615-74-1684,3689835840,CA,94237,5/21/2019,7752,71697,17,PVIP,4252.79,RePend
649J588974,575-13-3787,8787731665,HI,96845,3/16/2019,7062,94145,72,PCOB,892.86,Deny
093Q433578,394-51-4080,0416339177,TN,38181,1/11/2019,2439,4950,65,PPJB,9193.29,RePend
149Y086064,464-37-8609,6595368552,FL,32885,4/2/2019,7955,64912,22,PDOC,8267.91,RePend
084O224605,701-21-2101,2465293661,CO,80217,3/27/2019,6632,2276,31,PPOW,7566.19,RePend
737X435964,345-56-9469,9489806651,NM,87505,2/22/2019,4319,87279,17,PDOC,851.8,Release
245C330688,747-24-2933,5593927292,CA,95155,3/24/2019,4382,V500,17,PDUP,9952.14,Release
499G017462,781-56-6109,5658078991,NY,10060,5/20/2019,0120,37800,72,PM5R,5666.4,Deny
406O206374,623-07-9585,9137780514,WV,25356,5/24/2019,1160,64653,20,PDOC,9144.79,MedRev
501V035309,663-87-8334,6764876873,NY,10633,1/24/2019,4594,8489,81,PDLB,6306.07,Deny
643G480804,870-28-2053,7897833505,CA,93794,4/14/2019,7790,7700,72,PDOC,7887.92,Release
943E015736,637-86-6477,3444275970,CA,90094,9/10/2019,5661,97081,65,PCOB,4479.41,MedRev
320B355971,298-71-8235,0084484287,FL,34981,9/23/2019,8361,E8140,11,PDOC,8789.45,Release
202M968517,727-79-5594,3104637561,AZ,85725,12/4/2019,5092,30029,31,PM5R,3229.47,Release
105C502088,561-39-4638,7680156739,NH,00214,10/10/2019,9425,38640,22,PCOB,2580.41,Release
410F500079,305-42-3670,5796995329,TX,79710,10/27/2019,0059,30781,81,PCOB,5760.89,MedRev
635X247500,899-97-0968,1632154338,OK,74126,10/17/2019,5693,78931,81,PVIP,7122.23,Release
802H064977,559-89-7962,1812535729,RI,02912,4/19/2019,0713,4150,31,PPJB,5057.33,Release
044Z279039,595-41-4909,2151528538,CA,93704,7/4/2019,6631,V4362,72,PDUP,7494.77,Release
192N720372,764-39-1797,1436775486,OR,97229,12/30/2019,0081,8069,12,PM5R,149.88,RePend
948H511964,101-98-9295,1960303947,NE,68517,6/30/2019,8687,65813,52,PDOK,1341.18,Release
920R962247,126-45-1540,6699095911,DC,20404,4/3/2019,9183,63601,11,PDOC,8963.75,Release
861E064950,440-38-4088,8807266361,TX,77223,12/7/2019,2631,52809,17,PDOC,8719.01,Release
731Q102639,142-53-4321,6733594552,MA,01152,3/9/2019,1122,73309,22,PPJB,9142.03,MedRev
787Q817770,843-91-7069,3276205970,CA,92812,7/1/2019,7986,V5866,52,PCOB,5953.63,Deny
167R294648,473-57-5789,5597379152,FL,33647,7/10/2019,4432,57480,31,PDLB,466.86,Release
119U864847,118-24-4249,6714382545,TX,77050,11/16/2019,7601,27411,17,PDUP,8924.7,Release
818J625247,485-79-2631,5032122823,TX,78291,5/13/2019,7694,71626,52,PAUT,7068.46,Deny
396X335937,535-87-8715,6689420750,IN,46247,1/31/2019,3726,8191,31,PAUT,6607.56,Deny
414Z012797,495-25-6942,4769898064,CA,94159,3/26/2019,4691,5691,12,PM5R,5378.05,Release
889T875435,805-54-4093,0320747045,LA,71307,1/12/2019,8931,04512,20,PDLB,1716.5,RePend
669Y925987,691-33-8343,0487147977,TX,77228,9/19/2019,2491,2386,22,PDOK,4371.55,Release
568H387372,555-58-7495,6636085580,AZ,85311,8/4/2019,9355,5269,22,PM5R,7748.45,RePend
545Q237561,375-69-1325,3541957891,NY,10155,5/21/2019,1622,0907,12,PPOW,1860.96,Deny
104V499570,717-65-9878,8939140477,TX,75353,10/11/2019,4263,V549,31,PDLB,3091.01,Deny
586S624787,139-27-2398,6210770116,TX,75226,7/1/2019,7928,0228,23,PDLB,2039.18,Deny
258M729756,301-38-3537,4558281820,NJ,08603,4/30/2019,9102,79508,12,PPOW,6893.31,Deny
071A420326,462-42-5851,8814342416,TX,79705,2/28/2019,034,38600,81,PAUT,6305.01,Release
538V935090,113-11-3984,3505253582,NY,12210,3/6/2019,8753,E969,20,PDOC,8527.48,RePend
834Z594505,150-45-5466,0743440320,TX,79705,5/3/2019,9993,7508,12,PM5R,2517.42,MedRev
169I619195,894-55-6667,4709426470,MA,02298,10/7/2019,8419,67384,52,PPOW,3081.31,Release
249U310788,804-50-1840,9278177462,IL,60158,12/12/2019,329,9224,12,PPJB,4723.67,Deny
900S834727,114-45-1845,4987355241,MA,02163,3/22/2019,9734,6038,23,PDOK,8338.82,Deny
738J110077,157-60-2764,5659234780,FL,33737,1/19/2019,3725,30503,17,PDOC,6885.61,Release
692J041425,403-90-5173,1080132807,TX,75372,10/23/2019,9075,80089,17,PM5R,4445.09,Deny
342I001504,689-01-9339,1280704382,AR,72905,5/1/2019,3889,8714,11,PVIP,236.17,MedRev
530B478293,520-03-9402,8201566035,MD,20709,11/5/2019,8059,6171,17,PDUP,1464.37,Deny
404T023011,375-17-6161,8837135564,AZ,85020,4/19/2019,7671,07812,20,PM5R,2890.66,RePend
237Q430386,660-82-9564,4860126549,MN,55598,1/18/2019,7939,52523,22,PDOC,2014.84,RePend
008M693745,545-29-3610,3371726025,GA,30919,11/15/2019,4254,44321,72,PDOC,509.06,Release
859O317539,356-89-7781,6149757734,AL,36114,10/20/2019,580,05910,81,PM5R,585.03,RePend
187N748927,285-05-8649,0981961287,CA,93726,12/11/2019,7815,8780,81,PDOC,3286.96,RePend
231C964058,747-70-0606,3070092112,OH,44720,6/19/2019,8591,64852,12,PDOC,4257.04,MedRev
898O762237,325-35-4894,5818010966,MD,21705,7/27/2019,8047,36632,17,PPOW,3458.6,RePend
469V640855,338-17-7618,5193322133,LA,70815,6/11/2019,4266,36502,52,PDUP,5473.95,RePend
056N784964,465-66-9639,5512828125,NC,28299,4/14/2019,2621,67022,31,PDOC,7561.15,Deny
812R995445,526-53-4157,7941632245,KY,40745,5/4/2019,6501,9933,31,PPOW,6763.6,Release
